132, -34, 330
192, -102, 314
96, -98, 340
112, -64, 316
22, -108, 352
12, -92, 312
-8, -122, 358
-30, -56, 312
12, -60, 304
-20, 12, 268
84, 2, 274
64, 14, 260
148, 12, 248
68, 44, 256
98, 60, 248
18, 48, 242
-32, 32, 256
-36, 10, 252
-70, -8, 288
-64, 4, 260
-64, 38, 290
-52, 64, 246
-32, 54, 268
18, 50, 244
92, 24, 274
68, 30, 276
80, 46, 278
0, 68, 292
-38, 98, 298
-64, 96, 320
-64, 48, 360
-58, 48, 354
-68, 14, 384
48, -36, 324
104, -120, 324
58, -116, 318
128, -116, 292
4, -84, 300
90, -56, 266
16, -28, 308
20, -12, 266
0, 28, 288
-70, 64, 274
-34, 12, 260
-96, 52, 280
-16, 70, 260
-110, 98, 314
28, 76, 270
4, 24, 316
88, 30, 260
108, 38, 296
132, 44, 270
98, 48, 292
98, 48, 292
92, 64, 266
92, 64, 266
66, 8, 286
66, 8, 286
66, 8, 286
86, 0, 278
44, -16, 310
62, -4, 266
-50, 8, 298
-52, 54, 256
-122, 6, 308
-64, 12, 284
-60, 14, 320
0, 4, 312
22, 8, 318
0, 16, 282
-56, -16, 304
-8, 0, 316
-46, -28, 344
44, -28, 332
-14, -72, 348
32, -92, 308
-34, -72, 334
38, -58, 286
4, -84, 320
60, -22, 298
96, -42, 320
78, -20, 310
88, 14, 276
38, 2, 282
62, 14, 248
14, 18, 284
-4, 36, 256
0, 0, 286
-64, 22, 262
-22, 10, 268
-56, 10, 264
44, 0, 248
10, 4, 280
50, 54, 256
52, 54, 256
76, 62, 278
104, 30, 270
120, 0, 310
88, 0, 266
66, 14, 292
0, 88, 302
-64, 24, 312
-98, 22, 298
-66, 0, 318
-106, 28, 308
-44, 24, 306
-64, 4, 294
-42, 18, 316
-24, 28, 320
6, 8, 356
2, -12, 334
64, -54, 366
54, -38, 324
100, -60, 334
64, -36, 320
138, -70, 320
70, -72, 326
134, -96, 284
60, -72, 310
92, -34, 248
28, -54, 284
6, -16, 256
40, -34, 260
-96, -16, 270
-72, 22, 238
-166, 32, 292
-108, 24, 244
-122, 32, 304
-28, 56, 258
18, 40, 280
62, 72, 256
110, 106, 290
104, 84, 272
104, 78, 282
136, 62, 278
92, 52, 320
106, 40, 296
-6, 18, 320
36, 32, 284
-98, -24, 324
-46, -46, 300
-60, -64, 320
4, 14, 302
-42, -8, 320
0, 0, 312
-64, -36, 316
0, -40, 320
-28, -12, 318
76, -16, 332
-24, -12, 348
122, 0, 318
34, 0, 348
144, -36, 294
78, -86, 326
150, -76, 274
104, -64, 296
64, -4, 260
24, -38, 246
-46, -32, 272
-40, -34, 240
-80, 0, 280
-126, 36, 216
-128, 56, 286
-186, 118, 268
-80, 54, 308
-74, 96, 290
50, 100, 294
80, 86, 290
138, 126, 296
142, 94, 292
128, 64, 310
158, 42, 286
144, -40, 318
120, -24, 288
74, -60, 310
-30, -46, 258
-62, -54, 288
-112, -34, 278
-96, -38, 300
-104, -40, 286
-64, -24, 310
-62, 0, 302
-34, 68, 320
0, 46, 310
-8, 40, 350
34, 42, 346
32, 4, 376
30, 4, 322
48, -14, 340
26, -16, 312
114, -52, 308
52, -78, 322
146, -56, 280
84, -74, 294
104, -80, 250
56, -150, 286
8, -96, 246
42, -44, 252
-66, 0, 256
-48, 20, 272
-154, 14, 308
-78, 112, 250
-132, 120, 286
-48, 172, 256
14, 130, 288
40, 96, 280
64, 50, 282
64, 60, 262
82, 46, 274
100, 24, 270
56, 16, 284
52, -24, 278
-32, -56, 306
6, -32, 286
-64, -48, 332
-6, -10, 318
-20, 8, 326
58, 4, 332
46, 16, 340
90, 64, 334
4, 32, 326
50, 32, 336
-24, -6, 344
40, 6, 340
-34, 26, 344
34, -38, 304
-64, -112, 334
68, -108, 268
14, -128, 320
92, -80, 252
88, -86, 278
56, -52, 256
110, -40, 258
22, -4, 262
64, 24, 238
0, 38, 286
44, 60, 258
-16, 48, 320
-64, 74, 280
-10, 64, 294
-54, 92, 276
14, 56, 296
28, 48, 274
24, 70, 272
-32, 66, 256
-54, 66, 292
-50, 18, 264
-38, -4, 316
-16, 18, 290
-46, -18, 324
-38, 0, 304
-12, -12, 332
18, 26, 312
100, -20, 334
128, -12, 324
138, -14, 330
124, 24, 330
66, 38, 332
46, 38, 318
14, 10, 334
2, -72, 312
-58, -70, 340
-32, -98, 296
-48, -66, 314
-50, -32, 276
2, -50, 280
-30, -54, 278
58, -66, 256
10, -60, 284
62, -36, 242
30, 22, 292
34, 72, 256
66, 44, 296
0, 40, 278
76, 96, 286
14, 64, 304
78, 24, 260
58, 6, 306
76, 58, 272
60, 70, 288
8, 60, 262
-58, 40, 252
-74, 6, 260
-86, 24, 276
-34, 46, 284
-88, 18, 282
-48, 40, 282
-110, 30, 292
-30, 14, 284
-66, 0, 300
60, 22, 320
50, 26, 336
96, 0, 334
80, 20, 302
88, -28, 320
34, -20, 316
86, -64, 348
32, -116, 336
64, -136, 332
-34, -118, 334
18, -76, 308
-114, -64, 320
8, -8, 284
-36, -28, 324
22, 2, 290
-20, 2, 296
20, 16, 280
52, 36, 252
20, 58, 288
84, 26, 258
44, 0, 314
32, 12, 264
20, 0, 312
