-74, 0, 322
60, 34, 276
-50, 12, 332
16, 28, 292
-52, -42, 320
20, -8, 318
0, -64, 346
26, -6, 314
32, -30, 336
-4, 0, 296
64, -48, 328
0, -40, 320
84, -42, 304
-14, -22, 308
28, -42, 296
-30, -26, 322
10, -10, 300
4, -40, 312
0, -4, 290
30, 44, 288
12, 16, 290
54, -38, 268
30, -68, 290
44, -10, 252
28, 30, 280
8, 72, 248
28, 26, 262
-40, 0, 262
44, 10, 254
-54, 30, 270
60, 62, 232
-32, 46, 250
60, 30, 236
26, 38, 278
18, 32, 244
18, 18, 266
-8, 98, 242
-8, 94, 254
-42, 80, 260
0, 32, 260
0, 38, 268
0, 64, 300
20, 76, 274
14, 66, 318
102, 36, 256
56, 0, 332
68, 64, 256
40, 34, 350
-56, 8, 284
60, -84, 364
-100, -64, 328
78, -30, 324
78, -30, 324
78, -30, 324
-154, -40, 350
-154, -40, 350
-154, -40, 350
124, -120, 318
124, -120, 318
-94, -160, 362
156, -104, 312
-60, -50, 318
64, -16, 294
-64, -44, 322
66, -70, 324
-62, -22, 320
66, 22, 286
-94, 36, 286
46, 8, 286
-62, -18, 296
112, 10, 270
20, 72, 274
96, 90, 234
28, 30, 262
112, 2, 242
72, -10, 254
58, 54, 250
0, 88, 240
-26, 34, 264
-50, -10, 256
-6, 0, 272
-58, 52, 256
-4, 68, 264
-50, 26, 282
54, 4, 268
-6, 2, 300
78, 50, 268
-6, 78, 294
26, 72, 276
-12, 0, 318
24, -32, 302
8, -18, 322
24, 14, 318
8, 8, 328
18, -32, 332
42, -78, 334
74, -90, 332
66, -80, 350
80, -56, 320
52, -44, 356
26, -28, 310
28, -42, 338
-20, -24, 288
34, -54, 320
-88, -34, 302
64, -40, 288
-112, 34, 320
134, 16, 230
-58, -4, 314
116, 18, 210
-34, 12, 326
58, 38, 204
42, -8, 296
6, 60, 232
84, 28, 270
-96, 102, 240
62, 78, 250
-86, 64, 274
94, 10, 272
-62, -14, 298
76, 0, 270
-74, 40, 280
42, 82, 286
-62, 62, 304
68, 0, 316
-20, -30, 304
76, -44, 318
-8, 0, 320
62, 18, 318
6, 6, 308
30, -64, 316
0, -54, 320
22, -42, 324
6, -6, 314
8, -18, 326
0, -36, 294
40, -52, 326
40, -38, 298
78, -6, 318
0, 14, 288
54, -6, 296
-28, -24, 300
68, -16, 280
-30, -16, 294
60, 42, 264
-12, 12, 290
28, 50, 244
0, -6, 270
8, 0, 248
28, 16, 240
6, 10, 260
70, 18, 256
8, 4, 262
44, 52, 246
-22, 76, 270
